id	ts	dur	category	name	track_id	track_name	thread_name	utid	tid	process_name	upid	pid	depth	parent_id	arg_set_id
86134	339193516551000	2051000	null	vad.dashing.tbox.TboxApplication$onCreate$1.invokeSuspend: (Ljava/lang/Object;)Ljava/lang/Object;	0	null	main	1	909	null	null	null	10	85692	219
86137	339193516558000	8000	null	vad.dashing.tbox.AppDataManager.getTripFavoritesJsonFlow: ()Lkotlinx/coroutines/flow/Flow;	0	null	main	1	909	null	null	null	11	86134	295
86158	339193516620000	1973000	null	vad.dashing.tbox.AppDataManager$special$$inlined$map$3.collect: (Lkotlinx/coroutines/flow/FlowCollector;Lkotlin/coroutines/Continuation;)Ljava/lang/Object;	0	null	main	1	909	null	null	null	14	86153	367
86159	339193516834000	9000	null	vad.dashing.tbox.AppDataManager$special$$inlined$map$3$2.<init>: (Lkotlinx/coroutines/flow/FlowCollector;)V	0	null	main	1	909	null	null	null	15	86158	471
88422	339193521448000	872000	null	vad.dashing.tbox.AppDataManager$special$$inlined$map$3$2.emit: (Ljava/lang/Object;Lkotlin/coroutines/Continuation;)Ljava/lang/Object;	0	null	main	1	909	null	null	null	15	88420	471
88424	339193521598000	28000	null	vad.dashing.tbox.AppDataManager$special$$inlined$map$3$2$1.<init>: (Lvad/dashing/tbox/AppDataManager$special$$inlined$map$3$2;Lkotlin/coroutines/Continuation;)V	0	null	main	1	909	null	null	null	16	88422	47
88432	339193521638000	5000	null	vad.dashing.tbox.AppDataManager.access$getTRIP_FAVORITES_JSON_KEY$cp: ()Landroidx/datastore/preferences/core/Preferences$Key;	0	null	main	1	909	null	null	null	16	88422	295
88799	339193522580000	509575000	null	vad.dashing.tbox.TboxApplication$onCreate$1.invokeSuspend: (Ljava/lang/Object;)Ljava/lang/Object;	0	null	main	1	909	null	null	null	10	88222	219
88819	339193524651000	1014000	null	vad.dashing.tbox.TripRepository.<clinit>: ()V	0	null	main	1	909	null	null	null	11	88799	473
88820	339193524678000	15000	null	vad.dashing.tbox.TripRepository.<init>: ()V	0	null	main	1	909	null	null	null	12	88819	473
88852	339193526079000	356704000	null	vad.dashing.tbox.TripKt.tripsListFromJson: (Ljava/lang/String;)Ljava/util/List;	0	null	main	1	909	null	null	null	11	88799	482
179756	339193793795000	152000	null	vad.dashing.tbox.TripRecord.<clinit>: ()V	0	null	main	1	909	null	null	null	12	88852	482
179757	339193793934000	11000	null	vad.dashing.tbox.TripRecord$Companion.<init>: (Lkotlin/jvm/internal/DefaultConstructorMarker;)V	0	null	main	1	909	null	null	null	13	179756	482
179758	339193793939000	6000	null	vad.dashing.tbox.TripRecord$Companion.<init>: ()V	0	null	main	1	909	null	null	null	14	179757	482
179760	339193793949000	3312000	null	vad.dashing.tbox.TripRecord$Companion.fromJson: (Lorg/json/JSONObject;)Lvad/dashing/tbox/TripRecord;	0	null	main	1	909	null	null	null	12	88852	482
